isbn,original_title,authors
1401211038,,"Jim Krueger, Alex Ross, Doug Braithwaite"
886778441,River of Blue Fire,Tad Williams
786814179,The Wind Singer,"William Nicholson, Peter Sís"
156031612,The End of Mr. Y.,Scarlett Thomas
345501748,Gentlemen of the Road,"Michael Chabon, Gary Gianni"
316043001,Those Guys Have All the Fun: Inside the World of ESPN,"James Andrew Miller, Tom Shales"
743484258,Big Fish: A Novel of Mythic Proportions,Daniel Wallace
425266869,Breakable,Tammara Webber
62209841,The Death of Bees,Lisa O'Donnell
076790284X,Bella Tuscany,Frances Mayes
451236718,Black Dawn,Rachel Caine
62007289,,"Tim Tebow, Nathan Whitaker"
446610380,Parable of the Talents,Octavia E. Butler
1613778538,"Locke & Key, Vol. 6: Alpha & Omega","Joe Hill, Gabriel Rodríguez"
,Empire of the Sun,J.G. Ballard
307020754,"The Country Mouse and the City Mouse, The Dog and His Bone, The Fox and the Crow (A Little Golden Book)","Patricia M. Scarry, Richard Scarry"
618446877,Dark Star Safari ,Paul Theroux
345327861,Crystal Singer,Anne McCaffrey
,The Assassin and the Underworld,Sarah J. Maas
60283246,If You Give a Cat a Cupcake,"Laura Joffe Numeroff, Felicia Bond"
034551128X,Star Wars: Darth Plagueis,James Luceno
006245496X,"The Rainbow Comes and Goes: A Mother and Son On Life, Love, and Loss","Anderson Cooper, Gloria Vanderbilt"
316261246,Underground Airlines,Ben H. Winters
312359667,Raven Black,Ann Cleeves
1250002826,Infamous,Sherrilyn Kenyon
440220424,Having Our Say: The Delany Sisters' First 100 Years,"Sarah L. Delany, A. Elizabeth Delany, Amy Hill Hearth"
374299250,Lush Life,Richard Price
671038540,What's Eating Gilbert Grape,Peter Hedges
,Curtsies & Conspiracies,Gail Carriger
385342942,,Annie Barrows
842386882,Reunion,"Karen Kingsbury, Gary Smalley"
055299877X,More Tales of the City,Armistead Maupin
140449442,Thérèse Raquin,"Émile Zola, Robin Buss"
307394999,,Chris Bohjalian
,The Billionaire's Obsession ~ Simon,J.S. Scott
125011117X,Behind Her Eyes,Sarah Pinborough
486437507,The King in Yellow,"Robert W. Chambers, E.F. Bleiler"
393307611,H.M.S. Surprise ,Patrick O'Brian
451163931,The Virtue of Selfishness: A New Concept of Egoism,"Ayn Rand, Nathaniel Branden"
778325504,Twenty Wishes,Debbie Macomber
670020575,Through Black Spruce,Joseph Boyden
312571259,One Good Dog,Susan  Wilson
802135781,Sexing the Cherry,Jeanette Winterson
312576986,The Murderer's Daughters,Randy Susan Meyers
399154701,Strangers in Death ,J.D. Robb
1423157311,The Archived,Victoria Schwab
802130917,Glengarry Glen Ross,David Mamet
156030373,L'isola del giorno prima,Umberto Eco
1250077699,The Sound of Gravel,Ruth Wariner
072324734X,The Complete Adventures of Peter Rabbit,Beatrix Potter
606300538,A Charlie Brown Christmas ,Charles M. Schulz
9509051373,,Frank Miller
425223256,Hostage to Pleasure,Nalini Singh
743254430,"Random Family: Love, Drugs, Trouble, and Coming of Age in the Bronx",Adrian Nicole LeBlanc
735102864,Воскресение,"Leo Tolstoy, Louise Maude, Aylmer Maude"
1439134340,Hard Magic,Larry Correia
1847376177,Storm Prey,John Sandford
310240506,The Case for a Creator: A Journalist Investigates Scientific Evidence That Points Toward God,Lee Strobel
1937007294,Fated,Benedict Jacka
755358783,Instructions for a Heatwave,Maggie O'Farrell
345505719,Victims,Jonathan Kellerman
345543122,,"Janet Evanovich, Lee Goldberg"
1419717014,Old School,Jeff Kinney
,"Evelyn, After",Victoria Helen Stone
786813075,The Skin I'm In,Sharon G. Flake
006178480X,The Eye of God: A Sigma Force Novel,James Rollins
571225365,An Artist of the Floating World,Kazuo Ishiguro
802118585,Nachtzug nach Lissabon,"Pascal Mercier, Barbara Harshav"
62240196,Romancing the Duke,Tessa Dare
451410815,"The Man With a Load of Mischief (Richard Jury Mystery, #1)",Martha Grimes
1463756976,The Underworld,Jessica Sorensen
743262131,"The Path Between the Seas: The Creation of the Panama Canal, 1870-1914",David McCullough
62277022,LaRose,Louise Erdrich
1620402750,Before we met,Lucie Whitehouse
61256684,Waiter Rant: Thanks for the Tip-Confessions of a Cynical Waiter,"The Waiter, Steve Dublanica"
385366434,Two Ravens and One Crow,Kevin Hearne
543896609,The Black Arrow: A Tale of the Two Roses,Robert Louis Stevenson
399157239,Dead or Alive,"Tom Clancy, Grant Blackwood"
671729403,"Fallen Hearts (Casteel, #3)",V.C. Andrews
756403014,Dragon Prince,Melanie Rawn
1439156336,The Burning Wire,Jeffery Deaver
316899984,"River, Cross My Heart",Breena Clarke
802472966,Lies Women Believe: And the Truth that Sets Them Free,"Nancy Leigh DeMoss, Elisabeth Elliot"
968709184,To Build a Fire,Jack London
316701343,Invasion of the Boy Snatchers,Lisi Harrison
345417968,The 158-Pound Marriage,John Irving
1401322905,Free: The Future of a Radical Price,Chris Anderson
156097432X,Palestine,"Joe Sacco, Edward Said"
452275040,Dear Theo: The Letters of Vincent Van Gogh,"Vincent van Gogh, Irving Stone, Jean   Stone"
7350481,One Hundred Names,Cecelia Ahern
1419122126,Good Wives,Louisa May Alcott
62227327,The Ghost Bride,Yangsze Choo
99409968,The Phantom Menace,"Terry Brooks, George Lucas"
1595828753,,"Gene Luen Yang, Michael Dante DiMartino, Gurihiru, Bryan Konietzko"
,,Karina Halle
552551317,Girls in Love,Jacqueline Wilson
64440516,Little Bear's Friend,"Else Holmelund Minarik, Maurice Sendak"
743235274,The Creative Habit: Learn It and Use It for Life,Twyla Tharp
, رأيت رام الله,"Mourid Barghouti, مريد البرغوثي"
61990655,A Beautiful Dark ,Jocelyn Davies
788720392,Lady of Avalon,"Marion Zimmer Bradley, Diana L. Paxson"
399160450,Threat Vector,"Tom Clancy, Mark Greaney"
671725823,Miles: The Autobiography,"Miles Davis, Quincy Troupe"
440409411,"The Castle In The Attic (The Castle In The Attic, #1)",Elizabeth Winthrop
61767891,Does the Noise in My Head Bother You?,Steven Tyler
,The Sworn Sword,George R.R. Martin
1416549978,The Broken Window,Jeffery Deaver
,,H.P. Lovecraft
1476778019,Beautiful Secret,Christina Lauren
399157573,Dust,Patricia Cornwell
486275442,Три сестры,Anton Chekhov
439679966,Evil Star,Anthony Horowitz
1476776075,,Abbi Glines
031298328X,Full Tilt,"Janet Evanovich, Charlotte Hughes"
316032220,Beat the Reaper,Josh Bazell
312989768,Nantucket Nights,Elin Hilderbrand
076534078X,Dune: The Machine Crusade ,"Brian Herbert, Kevin J. Anderson"
345418530,"Ogre, Ogre (Xanth, #5)",Piers Anthony
517502917,The Annotated Sherlock Holmes,"Arthur Conan Doyle, William S. Baring-Gould"
425272354,Devil's Game,Joanna Wylde
,The Keeping,Nicky Charles
140547126,There's a Nightmare in My Closet (Pied Piper Book),Mercer Mayer
62325345,Flesh and Blood,Patricia Cornwell
805445528,Breaking Free,Beth Moore
140504206,Where's Spot? ,Eric Hill
1515303942,Cocky Bastard,"Penelope Ward, Vi Keeland"
143035061,Out to Canaan (Mitford),Jan Karon
316002925,The Dangerous Days of Daniel X,"James Patterson, Michael Ledwidge"
000741949X,Tyskungen,"Camilla Läckberg, Tiina Nunnally"
451217454,Waiting to Exhale,Terry McMillan
545240778,Prom and Prejudice,Elizabeth Eulberg
044669567X,Strip Tease,Carl Hiaasen
1400034698,Doce cuentos peregrinos,Gabriel García Márquez
553297988,"Jedi Search (Star Wars: The Jedi Academy Trilogy, #1)",Kevin J. Anderson
1595541810,Showdown by Ted Dekker Signature Edition,Ted Dekker
399164421,Thankless in Death ,J.D. Robb
743431677,Call for the Dead,John le Carré
142501085,Marlfox,Brian Jacques
679761047,雪国 ,"Yasunari Kawabata, Edward G. Seidensticker"
767921992,Getting Stoned with Savages: A Trip Through the Islands of Fiji and Vanuatu,J. Maarten Troost
425161242,Chromosome 6,Robin Cook
425178102,Big Trouble,Dave Barry
486434095,Записки из Мёртвого дома,"Fyodor Dostoyevsky, Ergin Altay"
031234872X,"A Total Waste of Makeup (Charlize Edwards, #1)",Kim Gruenenfelder
014132063X,Once,Morris Gleitzman
316909688,Because I'm Worth It,Cecily von Ziegesar
399162372,,John Sandford
62081896,"Stunning (Pretty Little Liars, #11)",Sara Shepard
449138240,The Howling,Gary Brandner
380008319,Sign of the Unicorn,Roger Zelazny
375834869,Scat,Carl Hiaasen
743231511,Life after God,Douglas Coupland
143036939,The City of Falling Angels,John Berendt
307716546,Afterwards,Rosamund Lupton
9792230300,Autumn in Paris,Ilana Tan
876855966,Hot Water Music,Charles Bukowski
312980388,Warlock: A Novel of Ancient Egypt,Wilbur Smith
1250054052,,Oprah Winfrey
,Wisdom,Amanda Hocking
1451688385,The Testament of Mary,Colm Tóibín
,Defy,Sara B. Larson
345452887,,Fannie Flagg
9735004100,Maitreyi,Mircea Eliade
,The Misremembered Man,Christina McKenna
786886323, Carter Beats the Devil,Glen David Gold
872862097,Histoire de l'oeil,"Georges Bataille, Joachim Neugroschel, Dovid Bergelson"
039915583X,Knit Two,Kate Jacobs
99417472,In the Night Kitchen,Maurice Sendak
99449897,"Will You Please Be Quiet, Please?",Raymond Carver
679722017,,"Rainer Maria Rilke, Stephen Mitchell, Robert Hass"
044657449X,Eternal Rider,Larissa Ione
,Relato de un náufrago,"Gabriel García Márquez, Randolph Hogan"
039916443X,Concealed in Death,J.D. Robb
553384104,"Women's Bodies, Women's Wisdom: Creating Physical and Emotional Health and Healing",Christiane Northrup
425152898,Mind Prey,John Sandford
,,Lindsay Ashford
1563897776,"Planetary, Volume 1: All Over the World and Other Stories","Warren Ellis, John Cassaday"
1908844965,Stolen Songbird,Danielle L. Jensen
805095837,,Andy Cohen
451190521,"The Green Mile, Part 2: The Mouse on the Mile",Stephen King
743484355,A Cry in the Night,Mary Higgins Clark
1556520743,Assata: An Autobiography,"Assata Shakur, Angela Y. Davis, Lennox S. Hinds"
60596384,"Days of Magic, Nights of War",Clive Barker
899190359,The Three Billy Goats Gruff,"Paul Galdone, Peter Christen Asbjørnsen"
,True Love Story,Willow Aster
,Der Mondscheingarten,"Corina Bomann, Alison Layland"
446539252,True Compass: A Memoir,Edward M. Kennedy
142002054,Diamonds are Forever,Ian Fleming
60594527,Lost Horizon,James Hilton
,Hidden Bodies,Caroline Kepnes
142437271,Passing,"Nella Larsen, Ntozake Shange, Thadious M. Davis"
61238961,InterWorld,"Neil Gaiman, Michael Reaves"
375836578,The Realm of Possibility,David Levithan
345495802,The Invisible Wall: A Love Story That Broke Barriers,Harry Bernstein
1595143378,The Replacement,Brenna Yovanoff
1439172951,,"George Carlin, Tony Hendra"
375423729,"The Information: A History, a Theory, a Flood",James Gleick
385333218,Rocket Boys,Homer Hickam
440236924,,Danielle Steel
743457927,A Perfect Spy,John le Carré
394758269,The High Window,Raymond Chandler
425255700,Affliction,Laurell K. Hamilton
,Wildest Dreams,Kristen Ashley
425157539,Sudden Prey,John Sandford
842339523,Mark of the Lion Trilogy,Francine Rivers
753510995,"Screw It, Let's Do It",Richard Branson
64401510,Mrs. Piggle-Wiggle's Magic,"Betty MacDonald, Alexandra Boiger"
142302260,Revolting Rhymes,"Roald Dahl, Quentin Blake"
312983603,The Mermaids Singing ,Val McDermid
60653205,The Weight of Glory,C.S. Lewis
515122734,Sanctuary,Nora Roberts
345454944,Sunset Express,Robert Crais
698193032,The Bourbon Kings,J.R. Ward
449214729,The Guns of Navarone,Alistair MacLean
142003255,On Her Majesty's Secret Service,Ian Fleming
671733419,Women Who Love Too Much,Robin Norwood
1423101952,Hero,Perry Moore
385265565,There Are No Children Here: The Story of Two Boys Growing Up in the Other America,Alex Kotlowitz
2310015,At Bertram's Hotel,Agatha Christie
8143676,Happily Ever After,Kiera Cass
142400580,The Great Brain,"John D. Fitzgerald, Mercer Mayer"
1846164257,The Fire Eternal,Chris d'Lacey
743430336,Mercy,Julie Garwood
749391685,The Commitments,Roddy Doyle
385526350,Tell-All,Chuck Palahniuk
689855532,What My Mother Doesn't Know,Sonya Sones
670021474,Angelology,Danielle Trussoni
375751114,The Lady & Sons Savannah Country Cookbook,"Paula H. Deen, John Berendt"
60751576,El coronel no tiene quién le escriba,"Gabriel García Márquez, J.S. Bernstein"
671723227,Wiseguy: Life in a Mafia Family,Nicholas Pileggi
1563897229,"Transmetropolitan, Vol. 5: Lonely City","Warren Ellis, Darick Robertson, Rodney Ramos, Patrick Stewart"
307959880,Benediction,Kent Haruf
9643113442, سمفونی مردگان,عباس معروفی
671019708,After the Night,Linda Howard
230015913, Evil at Heart,Chelsea Cain
62333003,The Bookseller,Cynthia Swanson
312965338,The Climb: Tragic Ambitions on Everest,"Anatoli Boukreev, G. Weston DeWalt"
451465105,The Thousand Names,Django Wexler
1406501069,An Old-Fashioned Girl,Louisa May Alcott
,Beautiful Burn,Jamie McGuire
1591826047,フルーツバスケット 2,"Natsuki Takaya, Alethea Nibley, Athena Nibley"
60859512,Misquoting Jesus: The Story Behind Who Changed the Bible and Why,Bart D. Ehrman
,Wait for It,Mariana Zapata
044101125X,The Other Wind,Ursula K. Le Guin
739329189,The Paris Vendetta,"Steve Berry, Scott Brick"
62377183,Moriarty,Anthony Horowitz
198320043,The tragedie of King Richard the second,"William Shakespeare, Roma Gill, Robert          Jackson"
380756277,Prisoner of my desire ,Johanna Lindsey
743454154,Blood Memory,Greg Iles
140424504,Selected Poems,"George Gordon Byron, Peter J. Manning, Susan J. Wolfson"
62083392,After I'm Gone,Laura Lippman
297853260,Shadows of the Workhouse: The Drama of Life in Postwar London,Jennifer Worth
159448144X,"Ensemble, c'est tout","Anna Gavalda, Alison Anderson"
743200403,One Up On Wall Street : How To Use What You Already Know To Make Money In The Market,"Peter Lynch, John Rothchild"
1857230310,Against a Dark Background,Iain M. Banks
1400065933,I Still Dream About You,Fannie Flagg
486287599,A Modest Proposal and Other Satirical Works,Jonathan Swift
679723005,The Book on the Taboo Against Knowing Who You Are,Alan W. Watts
155970361X,Mutter Courage und ihre Kinder,"Bertolt Brecht, David Hare"
62076116,Up From the Grave ,Jeaniene Frost
1599901099,"Sun and Moon, Ice and Snow",Jessica Day George
,The Blood Mirror,Brent Weeks
1439166641,Galveston,Nic Pizzolatto
61953385,,"Mac Barnett, Jon Klassen"
547576722,We the Animals,Justin Torres
067003472X,Breaking the Spell: Religion as a Natural Phenomenon,Daniel C. Dennett
140422072,The Faerie Queene,"Edmund Spenser, Thomas P. Roche, C. Patrick O'Donnell"
1414334095,Her Daughter's Dream,Francine Rivers
,,Kristen Ashley
62280562,Tampa,Alissa Nutting
671027638,The Fuck-Up,Arthur Nersesian
976165910,MEG: A Novel of Deep Terror,Steve Alten
803731558,Seeing Redd,Frank Beddor
375719202,Appointment in Samarra,John O'Hara
067088278X,Each Peach Pear Plum,"Janet Ahlberg, Allan Ahlberg"
988262592,,"Gene Kim, Kevin Behr, George Spafford"
1250038820,,Brandon Stanton
547548109,,"Chris Van Allsburg, Lois Lowry, Kate DiCamillo, M.T. Anderson, Louis Sachar, Stephen King, Tabitha King, Jon Scieszka, Sherman Alexie, Gregory Maguire, Cory Doctorow, Jules Feiffer, Linda Sue Park, Walter Dean Myers, Lemony Snicket"
038549422X,The Freedom Writers Diary: How a Teacher and 150 Teens Used Writing to Change Themselves and the World Around Them,"Erin Gruwell, Zlata Filipović, The Freedom Writers"
039306235X,The Post-American World 2.0,Fareed Zakaria
743233212,Them: Adventures with Extremists,Jon Ronson
1596912510,The Ladies of Grace Adieu and Other Stories,"Susanna Clarke, Charles Vess"
1440503257,,Dinah Bucholz
147675571X,"Red Notice: A True Story of High Finance, Murder, and One Man’s Fight for Justice",Bill Browder
767923820,The Automatic Millionaire: A Powerful One-Step Plan to Live and Finish Rich,David Bach
316094617,Forgotten,Cat Patrick
385529988,Ghettoside: A True Story of Murder in America,Jill Leovy
1857933362,Lady Cottington's Pressed Fairy Book,"Terry Jones, Brian Froud"
1250034604,That Night,Chevy Stevens
753821788,Salmon Fishing in the Yemen,Paul Torday
374249393,The Rest Is Noise: Listening to the Twentieth Century,Alex  Ross
,Cross My Heart,Katie Klein
1599908441,Something Like Normal,Trish Doller
162779073X,"No Place to Hide: Edward Snowden, the NSA, and the U.S. Surveillance State",Glenn Greenwald
812508645,Pastwatch: The Redemption of Christopher Columbus,Orson Scott Card
752848267,The Next Accident,Lisa Gardner
9646534783,دیوان‎‎ [Dīvān],Hafez
915297019,Once a Runner,John L. Parker Jr.
1596434465,Zita the Spacegirl,Ben Hatke
140441050,Paradiso,"Dante Alighieri, Dorothy L. Sayers, Barbara Reynolds"
747589372,Restless,William  Boyd
140376410,"The Ear, the Eye, and the Arm",Nancy Farmer
,Pulled,"Amy Lichtenhan, A.L. Jackson"
439568455,Stay Out of the Basement,R.L. Stine
,,Kathryn Croft
,Willing Captive,Belle Aurora
439568412,One Day at Horrorland,R.L. Stine
767928881,The Sweet Life in Paris: A Recipe for Living in the World's Most Delicious City,David Lebovitz
373211392,Talon,Julie Kagawa
,Radiance,Grace Draven
385535775,The Red House,Mark Haddon
345418425,Footfall,"Larry Niven, Jerry Pournelle"
525422242,Twelfth Grade Kills,Heather Brewer
6161413,Ice Station Zebra,Alistair MacLean
1400064996,A. Lincoln: A Biography,Ronald C. White Jr.
451527291,"Four Great Tragedies: Hamlet, Othello, King Lear, Macbeth (Signet Classics)","William Shakespeare, Sylvan Barnet, Alvin Kernan, Russell Fraser"
749935081,Ain't She Sweet?,Susan Elizabeth Phillips
1455559318,,Jodi Ellen Malpas
61134104,Bruiser,Neal Shusterman
043933909X,Stone Soup,Jon J. Muth
,Falling Free,Lois McMaster Bujold
147515025,,Gayle Forman
743296788,The Cold Moon,Jeffery Deaver
009959241X,The Moor's Last Sigh,Salman Rushdie
61732370,"The Dressmaker of Khair Khana: Five Sisters, One Remarkable Family, and the Woman Who Risked Everything to Keep Them Safe",Gayle Tzemach Lemmon
393313964,Girl with Curious Hair,David Foster Wallace
896214400,The Shawshank Redemption,Stephen King
141659907X,,A.J. Jacobs
1417642122,The Revenge of the Baby-Sat: A Calvin and Hobbes Collection,Bill Watterson
1904633684,The Case-Book of Sherlock Holmes,Arthur Conan Doyle
316113573,Ghostgirl,Tonya Hurley
147674906X,I've Got You Under My Skin,"Mary Higgins Clark, Alafair Burke"
1401216862,"Fables, Volume 10: The Good Prince","Bill Willingham, Mark Buckingham, Steve Leialoha, Aaron Alexovich, Andrew Pepoy"
385518684,The Secret Between Us,Barbara Delinsky
446359688,Red Phoenix,"Larry Bond, Patrick Larkin"
055380717X,Never Look Away,Linwood Barclay
553807137,Your Heart Belongs to Me,Dean Koontz
425136981,Shadow Fires,"Leigh Nichols, Dean Koontz"
7256752,"Victory of Eagles (Temeraire, #5)",Naomi Novik
552548928,"Knife Edge (Noughts and Crosses, #2)",Malorie Blackman
006199104X,The Blood Gospel: The Order of the Sanguines Series,"James Rollins, Rebecca Cantrell"
